E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_36_681.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_36_681.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_36_681.jpg, 0, 0.3809526, 0, 2.136151
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_36_787.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_36_787.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_36_787.jpg, -0.09483929, 0.700074, 0, 2.847499
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_36_964.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_36_964.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_36_964.jpg, -0.1351758, 1, 0, 4.864689
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_37_065.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_37_065.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_37_065.jpg, 0, 1, 0, 6.01883
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_37_170.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_37_170.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_37_170.jpg, 0, 1, 0, 7.164987
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_37_276.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_37_276.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_37_276.jpg, 0, 1, 0, 8.300056
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_37_377.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_37_377.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_37_377.jpg, -0.2859981, 1, 0, 9.379643
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_37_481.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_37_481.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_37_481.jpg, -0.6139014, 1, 0, 10.61845
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_37_584.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_37_584.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_37_584.jpg, -0.3046239, 1, 0, 11.56582
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_37_697.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_37_697.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_37_697.jpg, 0, 1, 0, 12.84693
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_37_799.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_37_799.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_37_799.jpg, 0, 1, 0, 13.85183
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_37_902.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_37_902.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_37_902.jpg, 0, 1, 0, 15.09423
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_38_006.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_38_006.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_38_006.jpg, -0.3082242, 1, 0, 16.14964
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_38_112.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_38_112.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_38_112.jpg, -0.6285558, 1, 0, 16.98878
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_38_217.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_38_217.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_38_217.jpg, -0.3396903, 1, 0, 18.14376
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_38_320.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_38_320.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_38_320.jpg, -0.005111731, 0.6881182, 0, 19.049
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_38_424.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_38_424.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_38_424.jpg, 0, 0.3787738, 0, 19.30816
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_38_527.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_38_527.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_38_527.jpg, 0, 0.06793509, 0, 19.3437
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_38_628.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_38_628.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_38_628.jpg, 0, 0.3480571, 0, 19.51291
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_38_746.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_38_746.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_38_746.jpg, 0, 0.7234984, 0, 20.15199
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_38_864.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_38_864.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_38_864.jpg, -0.3530799, 1, 0, 21.21014
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_38_970.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_38_970.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_38_970.jpg, -0.4886208, 0.6830654, 0, 21.79718
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_39_074.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_39_074.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_39_074.jpg, -0.1747359, 0.3691804, 0, 22.19043
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_39_181.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_39_181.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_39_181.jpg, 0, 0.04600875, 0, 22.09591
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_39_287.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_39_287.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_39_287.jpg, 0, 0.0945159, 0, 21.98711
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_39_392.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_39_392.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_39_392.jpg, 0, 0.4115601, 0, 21.97671
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_39_504.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_39_504.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_39_504.jpg, -0.1057425, 0.7437789, 0, 22.63298
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_39_738.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_39_738.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_39_738.jpg, 0, 0.04456979, 0, 22.47756
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_39_895.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_39_895.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_39_895.jpg, 0, 0, 0, 22.14258
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_40_104.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_40_104.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_40_104.jpg, 0, 0, 0, 21.38273
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_40_261.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_40_261.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_40_261.jpg, -0.4732437, 0, 0, 20.87258
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_40_383.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_40_383.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_40_383.jpg, -0.1067073, 0, 0, 20.60652
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_40_498.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_40_498.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_40_498.jpg, 0, 0, 0, 20.70143
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_40_608.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_40_608.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_40_608.jpg, 0, 0, 0, 20.4593
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_40_722.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_40_722.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_40_722.jpg, -0.3421836, 0, 0, 20.14555
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_40_832.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_40_832.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_40_832.jpg, -0.6737511, 0, 0, 19.45778
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_40_942.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_40_942.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_40_942.jpg, -0.3436431, 0, 0, 19.12485
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_41_049.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_41_049.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_41_049.jpg, -0.02320201, 0, 0, 19.32943
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_41_210.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_41_210.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_41_210.jpg, -0.5057655, 0.2453913, 0, 19.11657
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_41_444.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_41_444.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_41_444.jpg, 0, 0.9450951, 0, 21.05594
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_41_601.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_41_601.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_41_601.jpg, 0, 1, 0, 22.668
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_41_808.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_41_808.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_41_808.jpg, -0.6167334, 1, 0, 24.09776
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_41_962.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_41_962.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_41_962.jpg, -0.1554847, 1, 0, 25.66089
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_42_181.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_42_181.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_42_181.jpg, 0, 0.3427402, 0, 26.07734
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_42_290.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_42_290.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_42_290.jpg, 0, 0.01327059, 0, 26.02161
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_42_404.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_42_404.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_42_404.jpg, 0.1243833, 0, 0, 25.70267
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_42_522.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_42_522.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_42_522.jpg, 0.4817286, 0, 0, 25.21601
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_42_627.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_42_627.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_42_627.jpg, 0.1699211, 0, 0, 24.95113
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_42_729.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_42_729.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_42_729.jpg, 0, 0, 0, 24.68177
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_42_891.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_42_891.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_42_891.jpg, 0, 0.485097, 0, 25.15422
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_43_000.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_43_000.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_43_000.jpg, 0, 0.8130291, 0, 25.94203
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_43_152.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_43_152.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_43_152.jpg, 0, 1, 0, 27.23487
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_43_265.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_43_265.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_43_265.jpg, 0, 1, 0, 28.35682
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_43_414.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_43_414.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_43_414.jpg, -0.4509033, 0.8311105, 0, 29.37665
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_43_748.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_43_748.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_43_748.jpg, 0, 0, 0, 28.49941
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_43_849.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_43_849.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_43_849.jpg, 0, 0, 0, 28.21399
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_43_953.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_43_953.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_43_953.jpg, 0, 0, 0, 27.93088
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_44_058.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_44_058.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_44_058.jpg, 0, 0, 0, 27.65103
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_44_172.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_44_172.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_44_172.jpg, 0, 0, 0, 27.31867
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_44_288.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_44_288.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_44_288.jpg, -0.3505209, 0, 0, 26.90711
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_44_406.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_44_406.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_44_406.jpg, -0.7014952, 0.0566691, 0, 26.25335
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_44_520.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_44_520.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_44_520.jpg, -0.8111961, 0.2266449, 0, 25.83453
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_44_636.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_44_636.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_44_636.jpg, -0.4603932, 0, 0, 25.64079
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_44_754.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_44_754.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_44_754.jpg, -0.1092642, 0.351129, 0, 25.65389
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_44_860.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_44_860.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_44_860.jpg, 0.0611586, 0.6699762, 0, 26.15432
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_45_256.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_45_256.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_45_256.jpg, 0, 0, 0, 25.39173
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_45_400.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_45_400.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_45_400.jpg, 0.4357998, 0, 0, 24.75221
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_45_551.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_45_551.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_45_551.jpg, 0.8883919, 0, 0, 23.7422
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_45_694.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_45_694.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_45_694.jpg, 0.4608228, 0, 0, 23.48417
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_45_837.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_45_837.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_45_837.jpg, 0.0278787, 0, 0, 23.09327
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_45_984.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_45_984.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_45_984.jpg, 0, 0, 0, 22.72416
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_46_090.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_46_090.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_46_090.jpg, 0, 0, 0, 22.49627
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_46_215.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_46_215.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_46_215.jpg, 0, 0, 0, 22.23335
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_46_317.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_46_317.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_46_317.jpg, 0, 0, 0, 22.02069
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_46_417.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_46_417.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_46_417.jpg, -0.2997654, 0, 0, 21.73263
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_46_532.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_46_532.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_46_532.jpg, 0, 0, 0, 21.4754
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_46_649.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_46_649.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_46_649.jpg, 0, 0, 0, 21.21873
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_46_752.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_46_752.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_46_752.jpg, 0, 0.3102285, 0, 21.30314
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_46_858.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_46_858.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_46_858.jpg, 0, 0.6311988, 0, 21.72153
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_46_980.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_46_980.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_46_980.jpg, -0.3609588, 0.8699405, 0, 22.60385
E:\colleage\ARL\persiption\data_set\IMG\center_2024_04_16_20_51_47_099.jpg, E:\colleage\ARL\persiption\data_set\IMG\left_2024_04_16_20_51_47_099.jpg, E:\colleage\ARL\persiption\data_set\IMG\right_2024_04_16_20_51_47_099.jpg, -0.5267784, 0.5106251, 0, 23.0118
